Normal 1,Normal 2,Normal 3,Normal 4,Normal 5,Normal 6,Normal 7,Normal 8,Normal 9,Normal 10
-0.8267175296920194,-0.9175431743512498,-0.2075298102611245,1.49196939514647,0.1879936290355496,-1.27713824511121,-1.46097114975535,1.262037719296233,-0.02832182336475761,0.127022236590075
-0.7623048069957841,-1.8140993067906672,-1.787106499016715,-1.3797408766493127,0.5683069012954144,0.5463454750913969,1.390022756926111,-0.21634467076946104,-0.5424451091356788,-0.8912453084798904
0.36382163340181445,0.6184910282306397,-0.25941012698820254,-0.916842484541818,-1.2068622929386907,0.19760789746631535,0.9531668163331426,0.6231178785214581,-0.7325862523603097,0.778017012537855
1.3208098390177834,0.7419801639509285,-0.1737840684789338,-0.7017800720783751,-0.8588703346152456,0.516080107587156,0.0406907307957616,-0.2554428433815203,-0.03525511618408031,-0.3366116812945883
0.437186515172567,-0.6764819490785314,-0.6988121760428332,-0.13766243679143814,1.004321927963058,0.41672541350904335,-0.028406403059970557,-1.443644715753514,0.7272885086418395,0.4470293119670734
-0.4392022397857391,-0.4057060443923859,-0.4260661025865589,1.2418965864740221,-0.8658790804650707,2.490270669771414,-0.38413379321670466,0.22374048993284687,0.1640540680689352,-0.48784378979766424
-1.01088976912703,-1.2563448649477424,-0.6147618197561991,0.6253559591529128,0.40823987520349425,-0.7743550328435908,1.0276617040916762,-0.8106355099332023,-0.17373340709953347,0.6402230438190007
0.6575926744952787,-1.3177610029086515,0.3769599980291407,-0.05029484320806161,-0.4710302732271082,0.4082814700826433,1.1529970621346939,1.48406958451085,0.4151936842079132,2.230248807425842
0.1998386153717112,0.8900134521685469,-0.8843485332920281,-1.219129658104515,-0.06163730928085697,0.29159423758685293,0.2539562867330572,-1.5653719045435313,-0.29641319502660474,1.5044132180048118
2.769193858919167,-1.1984435066064227,0.2942231778453257,-0.6528658590161948,-0.07239060362036195,0.3531824863473359,1.001314645792126,0.9316399356680921,-0.22262886506441715,-0.39033364539482196
-0.5891193860594116,-0.5950585794854667,1.2806997817559447,-0.5772040291308806,1.0629151672479726,-1.0753468348629944,-2.2157060624584517,-0.2478257470702966,-0.2751512022406517,-1.2928328175629211
0.06571306437411856,-0.921201619632766,1.817240200540883,1.7299336355476946,-0.8360242779252691,-0.7679137242230262,0.22520316348891997,0.7188708679268636,1.5353460498969618,0.15252552095041327
-0.7042387244654658,1.0274719496662112,1.5228218497236776,-1.0619374632566565,-0.7291633827043105,0.37541492413173616,0.5897050496169359,1.3078637357051388,-0.3826813503968437,0.25223619669101766
1.7458654702639644,-0.8023307446222504,-0.6328658869128534,-0.18931688524493706,-0.6050270037342989,0.27023675513061013,0.07041379937165954,0.9060376616679994,-1.474522756276284,0.046804793851849186
-0.07353449937011636,1.7515287596937308,2.0144465164292735,-0.571959782915453,-1.9299627062790465,0.3588741294235928,-0.4498979092541841,-0.13349731648942004,0.21567746035253335,0.05094953121876497
-1.073189642944918,2.028326743207203,2.5769424921760584,-0.1508202214355257,-1.3315159735620647,-0.855128099362959,2.6500852542471693,0.06242885174970881,1.5436363581641561,-0.40603940154658763
-0.3123452767977542,-0.09703344935933286,-0.08705915907656496,1.3229514970269576,1.0304986359445396,-1.3292331065486473,-1.7892124462723729,-0.409417621055336,-0.8017799068763078,0.011879277417403829
0.6410346021684412,-0.659556201420629,-0.6012284004544368,-0.00888900546844583,0.07388077099790441,0.7844229862822959,-1.350567067706787,-0.951652446616462,-1.1487544736767896,1.5850588398983692
-0.8528161369331496,0.4971920765806785,-1.9048326731356815,-2.168123587084969,-0.0023029822790094174,-0.17799238503274864,-0.16165771737984636,0.4339566216239017,-0.23183802108872079,-0.5442587402291827
-0.48142801219266934,-1.5605319651343668,0.29719212017014257,1.3362782466209835,1.9294892614097559,-0.12617962551566125,0.9084548685831001,0.8133999014034887,-0.15876164382027735,0.0407380885034588
0.31335708540007007,0.3888791731699856,-0.7252445980696508,-1.4057639188088553,0.35617135545643536,-0.42058443357788355,-0.2477644912745531,2.55939722875012,-0.7228372604824443,0.3437907840126758
0.1321223990767139,-0.6948717584433942,-0.4563733003009954,0.6572863175899635,0.9167365288267131,-1.2781200907124426,0.36802959892347015,-0.48531272187768876,0.3668293667381084,1.8680181031794008
-0.2043129035733943,-0.9068213272701168,-0.24257733605066936,1.0887309091274107,1.786433915880936,-0.7559238288709879,0.04522504776094723,-1.4355041474094856,-0.11111761916634354,0.6473768522665944
-0.4908069338464249,1.0777303691635756,-0.2276773973945001,0.29535398334414376,0.6579160773376557,-0.6734804389459746,-1.5295385807929465,0.8376698185617631,1.075857271955736,2.0339720800768095
-0.9322133043325426,-0.19260667040017665,-0.5987827660771483,0.46187527811452844,0.23263184571339984,-0.4530271979529682,0.23318676980611786,-1.425165210238597,-2.3614672272192827,2.468418599304468
2.0073093650618916,0.6604549576482165,1.7657384020442475,1.028201793101665,0.1604532512889397,-0.3203136519452737,-1.0271141860735955,0.8948148198438048,0.49999940678100757,1.2723733496692888
0.5249836801445896,0.4889761690131516,0.9685178635585789,-0.19117969832361278,0.48002279024382555,-1.5103913803622093,-0.5005364367011539,-0.6243186966210832,0.7422214926608356,1.0435064886750083
-0.7431824728314581,-1.0094987113607725,-1.0241361706963457,0.047290012941236415,0.5514803074479416,-0.3749209404496024,0.12825525034922186,-0.7375613327290979,1.767178000881933,-0.22377262722870617
0.9677265731793838,1.0039402756590452,1.0819298558470913,-1.498292101747543,0.8399937202566615,0.41362485043041997,-0.7341532646579129,0.2037995125482958,0.6826129514041305,0.30473774857353186
0.13665439958961542,-0.3645168691934026,0.37109565442074166,-0.883605387005004,1.7033601398540092,2.0829227408644866,0.8965859814071485,2.027618466582946,1.184339276519383,1.4439374978429271
-0.9846768255586917,-0.47531851576549716,2.119499388223458,-1.4270792076028338,-0.39865961329308836,0.504917832834691,0.6524043088927255,-1.2419490125335826,0.5748817818450488,-0.5318612257786195
0.47874930064712057,-1.9823947065421677,0.26429881121196724,-0.3224218097678534,-0.8272266778083912,-0.035006316950408706,1.0791359752851302,-0.19892424854765553,-1.0143057660648904,0.6290763553473305
-0.193650222440754,0.2992392472819326,1.303965755242839,0.8833789369720191,-0.09904715030363338,1.4166016047744685,1.0527502806668128,-0.9706319515264535,0.2514564038310922,0.9264232882310651
-0.557089987650167,1.490363675978104,-0.7292522319604605,-0.6255368288024762,-0.675657513393953,0.5031004123966439,1.1994402764152923,-0.2151953160604533,0.48001334060246703,0.056451664791618686
